Title,Latitude,Longitude,Date,Elevation,site_no,Mean Water Temp (C),Mean Specific Conductance,Turbidity (FNU),pH,normalized_turbidity,normalized_water_temp,normalized_specific_conductance,distance_from_mean,normalized_pH,cwi,cwi_100
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1104453.0,13.4,,,8.337610585472758,,5.195219123505977,,0.8395070497867527,6.645605051485161,5.77537349469765,53
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1104455.0,11.3,1800.0,0.3,8.223779275061979,0.1,4.442231075697212,9.115964638585544,0.7256757393759736,7.100659640303135,4.605994178486899,40
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1104460.0,11.0,513.0,,6.342535679804939,,4.334661354581673,2.423296931877275,1.155567855881066,5.382113314108954,4.087829222245354,34
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1104475.0,10.9,351.0,,5.597088001027012,,4.298804780876495,1.5808632345293812,1.9010155346589936,2.402095024523472,2.980332980105028,22
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1168250.0,4.1,96.0,,6.889123638640697,,1.8605577689243025,0.2548101924076963,0.608979897045308,7.567165545900792,3.0322321119128413,23
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1170100.0,6.8,,,5.491610747405956,,2.828685258964144,,2.00649278828005,1.9804367997084305,2.4893858752618585,17
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,1173000.0,11.0,,,7.317035919732115,,4.334661354581673,,0.1810676159538902,9.277797237827428,6.311915707879975,59
"""The Big Dig (Central Artery/Tunnel Project) Completion""",42.3601,-71.0589,2023-04-19,10.43025493621826,422302000000000.0,11.4,692.0,,7.220265172234237,,4.478087649402391,3.354134165366615,0.2778383634517682,8.890944336342379,5.417774278803595,49
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1095220.0,19.1,150.0,,6.789494993134131,,7.239043824701196,0.5356214248569943,0.7086085425518744,7.168887847507632,5.303735716976121,48
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1095375.0,19.0,273.0,,7.727151862534471,,7.203187250996016,1.175247009880395,0.2290483268484662,9.085988476349284,6.018861817921058,56
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1095434.0,15.5,896.0,,8.41403460113666,,5.94820717131474,4.414976599063963,0.9159310654506544,6.340090699605556,5.622108015897609,51
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1100568.0,18.0,,,7.191767289684628,,6.844621513944223,,0.3063362460013774,8.77702056458751,7.617581134201537,74
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104370.0,19.1,312.0,,7.337121048128715,,7.239043824701196,1.3780551222048882,0.1609824875572902,9.358089995688935,6.16991738712732,57
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104405.0,17.3,265.0,,7.772863678388653,,6.5936254980079685,1.1336453458138325,0.2747601427026476,8.903249900358352,5.693523855195469,52
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104410.0,16.7,994.0,,7.411726853678007,,6.378486055776891,4.924596983879355,0.086376682007998,9.656335830206292,6.899617685071711,66
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104415.0,17.1,,,6.160423296051263,,6.52191235059761,,1.337680239634742,4.654096781499108,5.77478612295821,53
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104420.0,19.2,845.0,,8.364911200843318,,7.274900398406374,4.149765990639626,0.8668076651573129,6.5364675017451415,6.171024025712667,57
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104430.0,21.9,729.0,,8.628256527117486,,8.243027888446214,3.546541861674468,1.1301529914314807,5.483712343850734,6.112798868055578,57
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104453.0,20.4,416.0,,6.3493712744087,,7.705179282868525,1.9188767550702028,1.1487322612773054,5.4094394397638,5.396024319753369,49
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104455.0,16.1,1280.0,6.6,6.651212220975321,0.1646522234891676,6.1633466135458175,6.41185647425897,0.8468913147106845,6.6160855491043415,4.503988055783158,39
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104460.0,20.4,638.0,,9.267568360494783,,7.705179282868525,3.073322932917317,1.7694648248087796,2.9279850802873666,5.016879125002135,45
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1104475.0,19.1,288.0,,7.805100684787133,,7.239043824701196,1.2532501300052,0.3069971491011278,8.77437852359527,5.967484111614933,55
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1168250.0,14.5,120.0,,7.68205414785193,,5.589641434262948,0.3796151846073842,0.1839506121659244,9.266272107781074,5.1515284125093945,46
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1170100.0,17.0,,,7.829559553130312,,6.486055776892431,,0.3314560174443066,8.676601205239773,7.362273948231367,71
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,1173000.0,20.1,,,7.862562930280234,,7.597609561752988,,0.3644593945942285,8.544666167644527,7.976432204109604,78
"""GE Boston Headquarters""",42.3486,-71.0861,2023-08-23,4.218243598937988,422302000000000.0,24.5,654.0,,7.230446271747449,,9.175298804780876,3.156526261050442,0.2676572639385561,8.931644527142087,7.386033998675384,71
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1095220.0,22.5,111.0,,7.111032781206967,,8.458167330677291,0.3328133125325013,0.3870707544790379,8.454274490364645,6.135525371118025,57
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1095375.0,,,,6.890952794636488,,,,0.6071507410495176,7.574477820762116,7.574477820762116,73
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1095434.0,18.6,,,7.460168719981182,,7.0597609561753,,0.0379348157048236,9.849988116845338,8.175851820443315,80
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1100568.0,19.5,,,8.46051805106704,,7.382470119521913,,0.9624145153810356,6.154267421997855,6.891189040512289,65
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1104370.0,22.4,351.0,,7.771356132378525,,8.422310756972111,1.5808632345293812,0.2732525966925196,8.909276499958123,6.6067445342701925,62
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1104405.0,21.9,354.0,,8.763182571620984,,8.243027888446214,1.5964638585543425,1.2650790359349786,4.94432897489181,5.401524190318707,49
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1104410.0,21.1,1000.0,,7.99431932975308,,7.956175298804782,4.955798231929277,0.4962157940670746,8.017953842451305,7.116575720739359,68
"""Boston Landing Train Station""",42.3528,-71.1401,2023-07-28,17.05276679992676,1104415.0,19.9,,,6.331842431138304,,7.525896414342629,,1.1662611045477016,5.339365744415129,6.651284146371628,63
